date,ASIANPAINT,AXISBANK,BAJFINANCE,BHARTIARTL,HCLTECH,HDFC,HDFCBANK,HINDUNILVR,ICICIBANK,INFY,ITC,KOTAKBANK,LT,MARUTI,NESTLEIND,RELIANCE,SBIN,SUNPHARMA,TCS,WIPRO
2010-01-27,111.15009307861328,137.96755981445312,14.812055587768555,279.74508666992193,54.15258407592773,461.11,125.70580291748048,216.9223937988281,76.35829162597656,126.40062713623048,65.90550994873047,188.1949462890625,523.8004760742189,1261.7291259765625,2221.81982421875,438.5585021972656,82.4719467163086,123.18706512451172,278.15679931640625,102.148681640625
2010-01-28,113.55624389648438,144.49893188476562,14.849474906921387,271.73147583007807,56.96515655517578,469.37,125.3948974609375,213.53494262695312,76.43138122558594,125.87039947509766,65.48056030273439,192.0944366455078,514.2625122070311,1269.558349609375,2239.088623046875,442.6558227539063,83.11921691894531,125.37165832519531,277.57669067382807,104.96173858642578
2010-01-29,116.66789245605469,145.4776153564453,14.414909362792967,265.4501953125,57.53753662109375,476.77,128.36994934082028,202.66162109375,80.53401184082031,125.04965209960938,64.42459869384766,191.6024475097656,511.5143432617188,1279.82861328125,2192.476806640625,446.5182495117188,85.33283233642578,127.69930267333984,275.49981689453125,100.98772430419922
2010-02-01,120.78423309326172,150.70411682128906,14.4686279296875,269.60842895507807,57.68685150146485,477.34,125.90650939941406,198.43780517578125,81.0626449584961,123.82437133789062,63.484619140625,193.09120178222656,509.1435241699219,1288.5789794921875,2191.784423828125,446.1768798828125,83.8660888671875,130.59909057617188,279.22332763671875,104.1589126586914
2010-02-02,118.14498901367188,147.1228485107422,14.108848571777346,266.53341674804693,56.76606369018555,484.01,124.28128814697266,197.8104705810547,79.43299102783203,123.25373077392578,62.94378280639648,185.43988037109372,501.6529541015625,1265.1832275390625,2215.93505859375,438.4518432617188,82.08607482910156,131.214599609375,276.3231811523437,101.80581665039062
2010-02-03,120.59840393066406,151.90260314941406,14.209312438964846,267.7025146484375,57.89423370361328,503.13,127.7166976928711,197.7686309814453,81.41629028320312,124.93323516845705,65.05561065673828,191.77464294433597,520.9625244140625,1268.5909423828125,2219.828857421875,441.2900085449219,82.93458557128906,130.16133117675778,281.76800537109375,104.68120574951172
2010-02-04,120.82516479492188,148.70428466796875,13.977988243103027,263.4574584960937,55.93650436401367,483.7,127.24447631835938,193.25201416015625,80.38357543945312,122.70291900634766,65.24877166748047,184.25914001464844,519.0404052734375,1257.4459228515625,2223.075439453125,434.973388671875,80.8226318359375,129.96192932128906,276.4354248046875,102.1175308227539
2010-02-05,121.96212005615234,145.4776153564453,13.742046356201172,259.94833374023443,55.93650436401367,477.96,123.82874298095705,191.5792236328125,77.41075134277344,118.84601593017578,63.96102523803711,176.20339965820312,511.5684814453125,1251.68896484375,2206.412841796875,418.98968505859375,83.00514221191406,127.77298736572266,270.747314453125,100.37955474853516
2010-02-06,,,,,,479.32,,,,,,,,,,,,,,
2010-02-08,122.68643188476562,145.0520782470703,13.571512222290039,267.13919067382807,56.67481994628906,478.7,123.36042785644531,197.8104705810547,78.10902404785156,121.41742706298828,63.18839645385742,181.55319213867188,518.9151611328125,1254.59033203125,2289.853271484375,424.3887023925781,84.69996643066406,131.05421447753906,270.99057006835943,99.15625762939452
2010-02-09,123.62815856933594,147.30014038085938,13.851841926574707,271.29837036132807,57.52922439575195,479.46,123.69490814208984,194.5485076904297,78.7928695678711,124.96355438232422,62.81498336791992,183.0055694580078,525.1658325195311,1246.02392578125,2417.1787109375,423.9193115234375,85.3013687133789,133.70697021484378,275.10693359375,101.97691345214844
2010-02-10,124.69268798828124,145.32862854003906,13.746711730957033,273.16098022460943,57.75321578979492,476.07,125.41854095458984,192.4574432373047,77.5707778930664,124.61763763427734,62.81498336791992,178.94668579101562,515.951171875,1228.661376953125,2380.47802734375,420.4407958984375,83.61966705322266,130.86351013183594,274.04037475585943,100.94824981689452
2010-02-11,122.49750518798828,146.54132080078125,13.634559631347654,272.46743774414057,57.877647399902344,476.5,125.7687759399414,195.2175750732422,80.11685180664062,126.20867919921876,63.6519660949707,180.87722778320312,520.2261962890625,1249.3402099609375,2369.26904296875,433.2662048339844,83.87333679199219,131.79977416992188,277.9322509765625,102.19579315185548
2010-02-15,121.85188293457031,145.92434692382812,13.466382026672365,247.43017578125,59.95981216430664,478.18,127.01227569580078,192.16470336914062,79.2729721069336,126.21874237060548,64.2186279296875,179.00770568847656,514.8193359375,1230.5955810546875,2353.68896484375,431.06817626953125,82.8826675415039,132.47160339355472,279.22332763671875,102.84971618652344
2010-02-16,120.43462371826172,145.54139709472656,13.59488296508789,235.3008270263672,59.84369277954102,485.64,126.42987823486328,198.35411071777344,80.73777770996094,128.38076782226562,64.42459869384766,181.98419189453125,519.3637084960939,1250.26123046875,2338.628173828125,434.3758544921875,84.00236511230469,133.88905334472656,283.7138977050781,104.4166030883789
2010-02-17,119.02997589111328,151.37782287597656,14.4686279296875,241.84152221679688,60.02618026733398,492.79,130.32966613769528,201.19790649414062,81.5619125366211,127.2290496826172,64.83673858642578,186.5222320556641,529.63818359375,1271.3548583984375,2327.28955078125,440.6925354003906,85.58783721923828,133.65495300292972,283.9010314941406,104.64241027832031
2010-02-18,117.0237808227539,155.80299377441406,14.078452110290527,244.2240295410156,59.84369277954102,496.19,132.51762390136722,202.82888793945312,81.47445678710938,127.98677825927734,63.93530654907226,184.8504943847656,530.3389892578125,1252.3798828125,2295.04736328125,425.8612060546875,84.95584869384766,133.94534301757812,283.9571228027344,104.09657287597656
2010-02-19,117.10253143310548,155.23562622070312,13.910276412963867,241.5386505126953,60.20867919921875,496.0,133.31646728515622,201.5743103027344,80.84445190429688,127.9237060546875,63.99966049194336,179.573486328125,531.1294555664061,1262.834228515625,2285.22216796875,419.62994384765625,83.33318328857422,134.35713195800778,280.86981201171875,103.76961517333984
2010-02-22,114.9861068725586,157.07240295410156,13.809808731079102,239.89312744140625,60.41606521606445,496.92,133.52896118164062,205.8817901611328,80.65509796142578,129.73985290527344,63.76786804199219,176.1669921875,535.8355102539061,1276.881103515625,2237.400634765625,417.3891906738281,83.81647491455078,133.13914489746094,283.377197265625,104.13604736328124
2010-02-23,112.44766235351562,155.75335693359375,13.907917976379395,242.66525268554688,60.23357009887695,503.74,133.87527465820312,204.83627319335938,82.22126007080078,130.39410400390622,64.19282531738281,173.55848693847656,535.1347045898439,1230.3653564453125,2209.0966796875,416.2795104980469,83.62184143066406,136.13862609863278,285.192138671875,105.41410064697266
2010-02-24,110.95167541503906,155.13636779785156,13.639275550842285,239.06935119628903,60.63176727294922,498.57,133.83592224121094,202.5361633300781,81.5811538696289,130.14155578613278,63.78076553344727,174.1616973876953,539.2844848632811,1257.6761474609375,2228.572509765625,417.7519836425781,84.03079223632812,132.41963195800778,286.4082946777344,104.76708221435548
2010-02-25,111.1973114013672,155.48387145996094,13.323835372924805,239.32977294921875,61.00505447387695,492.5,133.09219360351562,196.72311401367188,82.59465789794922,132.21507263183594,63.76786804199219,179.56166076660156,551.6605224609375,1289.4542236328125,2215.50146484375,411.05120849609375,83.6983871459961,131.82577514648438,286.7451171875,104.3306884765625
2010-02-26,114.0066146850586,159.49061584472656,14.034066200256348,242.01515197753903,60.905517578125,500.06,134.17434692382812,197.5595703125,84.58808898925781,131.4371337890625,59.81462097167969,183.07835388183597,561.9703369140625,1344.7664794921875,2273.754150390625,417.8160095214844,86.35106658935547,133.47721862792972,285.0797119140625,105.59349060058594
2010-03-02,117.7859344482422,163.81651306152344,14.702262878417967,251.4148406982422,60.5322151184082,512.06,137.33430480957028,196.0958251953125,87.0125503540039,133.40963745117188,62.312782287597656,184.30831909179688,569.5507202148438,1373.4588623046875,2272.499267578125,419.62994384765625,86.89122009277344,134.49581909179688,285.6037292480469,109.29458618164062
2010-03-03,124.7934799194336,162.9513397216797,15.01063060760498,252.93116760253903,60.4409408569336,520.93,139.82919311523438,199.9851226806641,88.09916687011719,134.68504333496094,62.76344299316406,186.7318115234375,566.9464111328125,1360.010986328125,2275.7021484375,437.3848571777344,88.4548568725586,135.39741516113278,287.6806335449219,108.8664779663086
2010-03-04,123.97460174560548,159.08641052246094,14.952244758605955,254.3606109619141,60.10913467407226,519.24,140.18336486816406,203.6235198974609,87.13363647460938,132.54081726074222,63.36872482299805,190.6922912597656,570.86181640625,1342.187744140625,2279.89892578125,432.7753601074219,88.90535736083984,137.56033325195312,285.86566162109375,108.1259765625
2010-03-05,123.58719635009766,156.49085998535156,15.059733390808105,258.562255859375,59.594810485839844,517.67,140.40766906738278,203.2471008300781,87.45905303955078,133.14170837402344,63.03386688232422,197.2474822998047,570.3057250976562,1342.0953369140625,2338.021728515625,430.9828186035156,89.5395278930664,139.8056640625,285.3791198730469,106.8943862915039
2010-03-08,122.36840057373048,160.1714324951172,14.989614486694336,253.58126831054688,59.62799453735352,522.25,140.42344665527344,199.6923675537109,89.59275817871094,134.34684753417972,64.70793151855469,199.8677520751953,575.9451904296875,1361.5306396484375,2359.48828125,428.5500183105469,90.35960388183594,142.1419219970703,285.4167175292969,108.74109649658205
2010-03-09,122.4943618774414,158.5190887451172,15.069066047668455,252.3678131103516,59.9515266418457,531.85,142.54843139648438,197.43405151367188,89.72826385498047,135.579345703125,64.65639495849611,195.1939239501953,570.80859375,1381.1961669921875,2376.150390625,422.6815490722656,89.42581939697266,143.45529174804688,287.6619873046875,109.41925811767578
2010-03-10,122.18888092041016,160.48345947265625,15.008321762084961,249.50885009765625,59.404029846191406,541.15,142.80422973632812,200.52877807617188,89.0156021118164,134.33146667480472,65.48056030273439,195.2431182861328,566.2277221679688,1363.0965576171875,2371.606201171875,430.5346374511719,89.10436248779297,142.49301147460938,291.9093017578125,108.52291107177734
2010-03-11,122.32430267333984,163.298828125,14.608819961547852,254.66441345214844,59.79391479492188,540.31,143.7880096435547,191.3701019287109,90.28089141845705,135.52883911132812,65.84116363525389,191.56602478027344,564.9522705078125,1348.68115234375,2365.374267578125,433.821044921875,89.47611236572266,146.77987670898438,296.23150634765625,110.56500244140624
2010-03-12,120.82203674316406,163.25628662109375,14.942915916442873,259.12551879882807,59.81879806518555,543.14,141.76531982421875,183.5078887939453,90.84368896484376,135.03861999511722,66.562255859375,190.9136505126953,562.1320190429689,1348.128662109375,2350.39990234375,436.01904296875,89.57015991210938,143.5203094482422,298.2336120605469,110.6661148071289
2010-03-15,119.5118408203125,162.07196044921875,14.618146896362305,259.47186279296875,61.24562072753906,535.05,142.65469360351562,188.65179443359372,89.59275817871094,136.45306396484378,66.79403686523439,186.79281616210938,558.1988525390625,1332.0091552734375,2375.80419921875,438.7719421386719,88.13556671142578,140.70283508300778,306.1109313964844,113.56504821777344
2010-03-16,120.00001525878906,162.384033203125,14.56909465789795,255.400390625,61.90097427368164,537.77,142.02899169921875,189.6136932373047,90.24729919433594,138.02426147460938,66.90993499755861,186.25262451171875,574.5088500976562,1343.7073974609375,2313.0947265625,455.80120849609375,88.16837310791016,144.99404907226562,310.2274169921875,113.41680908203124
2010-03-17,124.05018615722656,162.993896484375,14.641519546508787,258.21600341796875,63.32778549194336,545.35,142.27297973632812,187.271728515625,91.9980239868164,138.32492065429688,67.69546508789061,187.5800018310547,584.4776611328125,1320.4033203125,2318.461181640625,456.5481262207031,88.66915130615234,146.31175231933594,314.6056823730469,115.1942901611328
2010-03-18,125.6375503540039,165.0646514892578,14.60179615020752,259.99172973632807,62.35721206665039,547.59,141.73779296875,188.0663146972656,93.46229553222656,140.8151397705078,67.28335571289061,185.58843994140625,580.4718017578125,1309.5341796875,2309.372314453125,459.6424560546875,88.77193450927734,147.18296813964844,309.0486145019531,113.61219787597656
2010-03-19,125.62493133544922,163.95835876464844,14.53869915008545,270.21511840820307,62.05859375,538.89,143.229248046875,191.4955902099609,92.7736358642578,140.04489135742188,67.29624176025389,183.7307281494141,582.447998046875,1316.534912109375,2290.589111328125,466.087158203125,90.0315933227539,147.208984375,307.19622802734375,113.2297821044922
2010-03-22,123.99664306640624,162.61094665527344,14.515377044677734,274.07052612304693,61.22901916503906,524.97,144.5868682861328,190.9100799560547,90.7076416015625,139.28958129882812,67.37350463867189,182.96812438964844,579.9512329101562,1287.197509765625,2280.505126953125,458.3619689941406,89.26618194580078,147.88951110839844,309.70343017578125,113.46390533447266
2010-03-23,123.9682846069336,164.80226135253906,14.33310317993164,266.53341674804693,60.905517578125,524.31,148.27809143066406,191.1191864013672,89.76239776611328,140.20405578613278,67.20608520507811,179.5360870361328,580.2381591796875,1283.467041015625,2297.08154296875,465.8096923828125,89.59859466552734,146.53713989257812,310.0963439941406,112.25586700439452
2010-03-25,123.59351348876952,163.7881622314453,14.23499584197998,272.38058471679693,61.80971145629883,517.23,151.59544372558594,194.04666137695312,90.57215881347656,142.1462860107422,68.18477630615234,181.94776916503903,589.7228393554688,1262.0513916015625,2292.3203125,465.8310852050781,89.64231872558594,151.69520568847656,310.52679443359375,112.08477783203124
2010-03-26,126.34613037109376,169.24160766601562,14.641519546508787,268.6988525390625,61.51107788085938,522.6,153.58663940429688,199.48326110839844,91.89613342285156,140.17094421386722,68.0946044921875,184.9478912353516,586.6148071289062,1286.6448974609375,2326.120361328125,469.6722106933594,90.66141510009766,153.41600036621094,308.749267578125,111.8277587890625
2010-03-29,128.17594909667972,170.05006408691406,14.737319946289062,270.47457885742193,61.47787094116211,532.22,154.6570281982422,200.4869384765625,92.39061737060548,137.23097229003906,69.33083343505861,185.56288146972656,597.7695922851562,1314.83056640625,2348.193115234375,466.6206359863281,91.63237762451172,156.11207580566406,303.8469543457031,111.5312957763672
2010-03-30,130.39633178710938,166.38368225097656,15.113452911376953,269.30557250976557,59.61141586303711,527.74,150.07644653320312,202.2852325439453,93.0888900756836,133.56645202636722,69.24072265625,184.1125030517578,588.1959228515625,1296.5927734375,2311.622314453125,464.4225769042969,91.08566284179688,151.9856414794922,299.37506103515625,109.34929656982422
2010-03-31,128.42474365234378,165.69580078125,14.968598365783693,270.7784423828125,59.46209716796875,543.44,152.17393493652344,200.36148071289062,92.38103485107422,132.14433288574222,67.74691009521484,184.0387115478516,585.878662109375,1306.080078125,2311.578857421875,458.4901428222656,90.89540100097656,155.34922790527344,292.1338806152344,110.1833038330078
2010-04-01,127.31617736816406,166.447509765625,15.218585014343262,261.63824462890625,59.22150802612305,556.51,152.62648010253906,192.70834350585938,92.39543151855469,134.89723205566406,67.99161529541016,183.7179412841797,593.0093383789062,1283.236572265625,2345.24951171875,466.087158203125,91.96259307861328,156.39382934570312,302.2938232421875,112.42764282226562
2010-04-05,129.57429504394528,166.95103454589844,15.405470848083494,273.81005859375,59.86025619506836,559.01,153.35447692871094,191.62106323242188,95.56722259521484,135.27626037597656,68.19768524169922,188.5147705078125,591.4469604492188,1287.1053466796875,2353.5595703125,480.5342712402344,93.52184295654295,159.65774536132812,300.628662109375,112.55233764648438
2010-04-06,128.67984008789062,166.58935546875,15.484919548034668,274.15731811523443,57.554115295410156,564.99,152.12667846679688,192.29019165039062,96.77438354492188,133.92730712890622,68.57109069824219,192.35321044921875,593.4943237304688,1268.0386962890625,2389.091064453125,479.3819274902344,92.87889099121094,157.9369354248047,297.8968505859375,111.46893310546876
2010-04-07,128.7869873046875,165.1355743408203,15.690516471862793,277.57867431640625,57.49605178833008,561.31,152.03619384765625,188.1917724609375,95.76087188720705,133.54867553710938,69.395263671875,193.75534057617188,591.3217163085938,1292.2176513671875,2381.30029296875,482.1561279296875,92.32561492919922,155.76966857910156,298.6452941894531,111.39896392822266
2010-04-08,128.08146667480472,164.06471252441406,15.608757972717285,271.08132934570307,57.25548934936523,545.18,149.75772094726562,186.26800537109372,93.21479034423828,134.55897521972656,68.95740509033203,193.3735656738281,584.1002807617188,1274.9007568359375,2353.083984375,472.27569580078125,91.66954803466795,153.74977111816406,299.1690979003906,111.71067810058594
2010-04-09,128.78378295898438,167.85165405273438,15.730239868164062,266.7494506835937,57.006629943847656,568.61,153.42140197753906,185.1388702392578,94.88336181640624,135.18778991699222,69.34371948242189,193.33714294433597,589.4351196289062,1268.9595947265625,2337.849365234375,480.0221862792969,92.1156768798828,153.398681640625,296.23150634765625,110.744384765625
2010-04-12,128.83729553222656,166.92266845703125,16.475481033325195,267.00991821289057,57.2389030456543,565.56,153.8031005859375,187.7735748291016,93.5593719482422,135.5364990234375,69.89747619628906,188.3681488037109,576.7357788085938,1263.3411865234375,2332.569580078125,481.15313720703125,91.49898529052734,155.83470153808594,298.6639099121094,109.37283325195312
2010-04-13,129.712890625,164.185302734375,16.508228302001953,265.9700927734375,59.1883544921875,549.66,153.60633850097656,186.9789886474609,91.38190460205078,140.52696228027344,69.17629241943361,188.90933227539062,574.1668701171875,1255.7418212890625,2349.621337890625,478.40032958984375,91.5842742919922,154.21791076660156,307.1774597167969,112.17827606201172
2010-04-15,129.04518127441406,162.86624145507812,16.13205337524414,263.54421997070307,59.18004608154297,537.94,154.02740478515625,188.56814575195312,89.03482055664062,141.52235412597656,67.66966247558594,183.27513122558597,564.7371826171875,1247.9583740234375,2378.3583984375,465.5109558105469,89.83914947509766,155.98638916015625,307.49560546875,112.55233764648438
2010-04-16,129.24363708496094,162.8804168701172,17.21610450744629,264.06414794921875,58.35050964355469,534.92,154.5940704345703,189.8645782470703,89.4663314819336,140.86563110351562,69.30508422851561,178.34353637695312,565.4558715820312,1244.5504150390625,2377.837890625,462.7580871582031,89.5614013671875,156.7969512939453,305.0257263183594,112.54473114013672
2010-04-19,128.64523315429688,164.42640686035156,17.517499923706055,265.01712036132807,57.885948181152344,538.63,152.22113037109375,187.9826812744141,89.20922088623047,139.01153564453122,68.21051788330078,178.2825164794922,566.2996826171875,1227.1876220703125,2389.783935546875,453.1764526367188,88.8944091796875,152.8438720703125,303.8469543457031,109.73927307128906
2010-04-20,131.12699890136722,168.3551483154297,18.029157638549805,263.80368041992193,57.296958923339844,540.57,153.04360961914062,190.53370666503903,90.48947143554688,137.76925659179688,67.78556823730469,179.89324951171875,570.80859375,1245.6556396484375,2400.4296875,453.77392578125,91.77671813964844,156.04273986816406,295.4455871582031,108.42176055908205
2010-04-21,129.12710571289062,175.50352478027344,18.680952072143555,264.84353637695307,62.03368759155274,540.96,152.76419067382812,194.757568359375,92.32289123535156,137.01882934570312,67.5924072265625,182.67295837402344,566.8203735351562,1268.775390625,2434.835205078125,449.89007568359375,92.10255432128906,151.4091339111328,293.76171875,109.87921142578124
2010-04-22,130.70806884765622,173.73770141601562,18.830476760864254,262.59121704101557,63.45221710205078,547.33,152.22506713867188,198.52142333984372,91.54193878173828,137.31950378417972,68.05598449707031,182.5627593994141,564.8448486328125,1270.5255126953125,2490.578125,459.1302795410156,97.23297119140624,148.15826416015625,294.11724853515625,109.76215362548828
2010-04-23,132.02456665039062,175.290771484375,18.98235511779785,258.34619140625,64.33984375,545.48,153.6142120361328,199.9851226806641,94.82522583007812,137.75148010253906,68.75135040283203,183.4847412109375,581.1184692382812,1253.945556640625,2373.89404296875,464.4438781738281,98.87312316894531,145.99966430664062,291.9654541015625,107.83781433105469
2010-04-26,130.25141906738278,181.4888458251953,19.08983612060547,257.65267944335943,65.54683685302734,565.95,156.5891876220703,201.99249267578125,93.12301635742188,138.35765075683594,68.86724090576172,186.0548553466797,581.9807739257812,1228.47705078125,2403.109619140625,457.209716796875,98.47730255126952,138.97772216796878,293.7991638183594,108.9599838256836
2010-04-27,129.95538330078122,181.0562744140625,19.603801727294922,258.4329833984375,65.03553771972656,570.58,155.79823303222656,202.9543609619141,91.84278869628906,138.28167724609378,69.42098236083984,185.0098876953125,585.411376953125,1182.053466796875,2436.290771484375,452.941650390625,97.00118255615234,138.35789489746094,294.62249755859375,108.8505630493164
2010-04-28,131.61831665039062,177.8721160888672,19.65054702758789,254.5342102050781,64.73379516601561,561.28,154.90103149414062,202.3688507080078,89.1756362915039,136.36495971679688,69.52398681640625,181.0986175537109,572.155029296875,1170.1251220703125,2441.436767578125,434.1624755859375,97.6309814453125,140.70719909667972,288.26068115234375,107.66603088378906
2010-04-29,130.717529296875,180.70877075195312,19.88648796081543,256.7431030273437,64.616455078125,566.53,156.28619384765625,197.0577087402344,91.8523941040039,136.85232543945312,68.80287170410156,179.2782745361328,574.63427734375,1187.672119140625,2432.802734375,441.7594909667969,99.45922088623048,137.61668395996094,284.3127136230469,107.51780700683594
2010-04-30,130.94114685058594,180.1272735595703,20.036008834838867,258.64907836914057,66.12520599365234,562.79,157.44313049316406,200.5706024169922,92.3276824951172,138.3172607421875,68.46810150146484,181.6761932373047,580.2026977539062,1178.7374267578125,2409.6494140625,441.1405944824219,100.62700653076172,136.20799255371094,286.4270324707031,104.65764617919922
2010-05-03,131.28445434570312,178.77984619140625,19.893512725830078,257.306396484375,65.27863311767578,560.32,155.03086853027344,195.5103454589844,90.86766052246094,136.13218688964844,68.23629760742189,181.6761932373047,571.8859252929688,1180.3492431640625,2398.792236328125,436.9366760253906,100.47174835205078,136.398681640625,286.9508972167969,105.14877319335938
2010-05-04,131.52693176269528,177.21261596679688,19.793045043945312,250.37599182128903,66.77897644042969,564.52,152.4493865966797,194.33937072753903,88.76327514648438,134.68019104003906,67.55376434326172,180.1392364501953,556.6000366210939,1165.5194091796875,2399.403076171875,435.8269958496094,99.72601318359376,135.00732421875,284.7804870605469,102.86565399169922
2010-05-05,129.79476928710938,176.05665588378906,20.669145584106445,256.69973754882807,67.90181732177734,560.23,150.82412719726562,191.32827758789062,87.64307403564453,136.03642272949222,67.51513671875,183.6205291748047,552.8276977539061,1181.3626708984375,2401.975341796875,435.61358642578125,99.55542755126952,132.54963684082028,286.5579833984375,104.64241027832031
2010-05-06,128.10037231445312,175.01419067382812,20.18788146972656,252.93116760253903,67.03884887695311,550.56,149.1831817626953,194.1720733642578,87.56572723388672,134.27609252929688,66.71677398681639,184.4687042236328,548.5347290039061,1177.6322021484375,2401.887451171875,430.1505126953125,101.103759765625,135.25872802734378,287.06317138671875,102.77975463867188
2010-05-07,131.41043090820312,168.94378662109375,19.87716293334961,249.07579040527344,64.63320922851561,545.36,145.44866943359375,196.22129821777344,85.01964569091797,132.18960571289062,66.74250793457031,175.23126220703125,545.1043701171875,1178.0926513671875,2382.135009765625,440.7992248535156,97.36638641357422,132.818359375,277.44583129882807,99.3896713256836
