date,close,dividend,high,low,open,split,volume
2008-11-26,2570.9,,2579.15,2472.25,2497.25,,354020000.0
2008-11-28,2574.75,,2593.15,2524.75,2524.75,,385382016.0
2008-12-01,2512.35,,2647.45,2501.45,2588.75,,351271008.0
2008-12-02,2492.35,,2503.5,2410.25,2446.3,,335944992.0
2008-12-03,2499.1,,2523.65,2459.95,2517.1,,371267008.0
2008-12-04,2622.7,,2628.55,2491.9,2509.15,,462576992.0
2008-12-05,2557.25,,2657.05,2546.4,2615.3,,457651008.0
2008-12-08,2616.6,,2686.2,2597.5,2623.35,,410760000.0
2008-12-10,2746.0,,2753.4,2649.7,2655.05,,498752000.0
2008-12-11,2746.6,,2767.15,2690.35,2750.8,,562188032.0
2008-12-12,2750.55,,2764.9,2648.35,2693.45,,79612000.0
2008-12-15,2805.9,,2835.7,2783.35,2783.35,,507331008.0
2008-12-16,2864.2,,2872.75,2791.15,2794.4,,443727008.0
2008-12-17,2780.05,,2893.9,2770.4,2890.3,,529736000.0
2008-12-18,2881.3,,2890.8,2751.5,2774.75,,592350976.0
2008-12-19,2901.65,,2927.35,2861.95,2885.25,,589680000.0
