date,open,low,high,close,volume
2010-01-04,271.375,271.375,284.5,228.82801818847656,3739348.0
2010-01-05,283.75,280.25,294.0,233.0414276123047,5197364.0
2010-01-06,289.92498779296875,288.07501220703125,296.7250061035156,238.63047790527344,6827232.0
2010-01-07,295.75,285.2879943847656,296.11199951171875,234.0840606689453,3304396.0
2010-01-08,291.25,286.63800048828125,291.5,234.10430908203125,2527272.0
2010-01-09,291.25,286.63800048828125,291.5,234.10430908203125,2527272.0
2010-01-10,291.25,286.63800048828125,291.5,234.10430908203125,2527272.0
2010-01-11,290.5,287.5,294.0,234.772705078125,3167868.0
2010-01-12,285.63800048828125,285.63800048828125,299.75,241.4561309814453,4942468.0
2010-01-13,295.5249938964844,283.6499938964844,297.5,233.6385040283203,4584900.0
2010-01-14,290.0,287.7749938964844,295.5,237.2945709228516,4109484.0
2010-01-15,293.88800048828125,287.51300048828125,295.5249938964844,234.3675842285156,3066960.0
2010-01-16,293.88800048828125,287.51300048828125,295.5249938964844,234.3675842285156,3066960.0
2010-01-17,293.88800048828125,287.51300048828125,295.5249938964844,234.3675842285156,3066960.0
2010-01-18,288.75,287.5379943847656,297.7250061035156,239.72491455078125,3562064.0
2010-01-19,294.75,287.67498779296875,296.2250061035156,234.85366821289062,2497004.0
2010-01-20,291.25,285.06201171875,293.7250061035156,231.98748779296875,3390516.0
2010-01-21,285.75,284.75,293.0,231.86595153808597,4982164.0
2010-01-22,281.75,274.75,285.95001220703125,229.4866180419922,3873740.0
2010-01-23,281.75,274.75,285.95001220703125,229.4866180419922,3873740.0
2010-01-24,281.75,274.75,285.95001220703125,229.4866180419922,3873740.0
2010-01-25,285.0,264.02499389648443,288.13800048828125,216.95977783203125,10824500.0
2010-01-26,285.0,264.02499389648443,288.13800048828125,216.95977783203125,10824500.0
2010-01-27,266.20001220703125,248.75,268.5,204.73751831054688,11011728.0
2010-01-28,255.0,254.18800354003903,261.67498779296875,207.04635620117188,4491372.0
2010-01-29,255.0,246.93800354003903,258.0,206.0839080810547,3918172.0
2010-01-30,255.0,246.93800354003903,258.0,206.0839080810547,3918172.0
2010-01-31,255.0,246.93800354003903,258.0,206.0839080810547,3918172.0
2010-02-01,255.3000030517578,251.8500061035156,263.85000610351557,212.07958984375,3360188.0
2010-02-02,263.75,253.75,266.375,206.5399932861328,2531300.0
