date,open,low,high,close,volume
2010-01-04,326.25,324.4129943847656,328.75,131.97508239746094,4069264.0
2010-01-05,327.5,325.01300048828125,328.8370056152344,132.4171142578125,6895528.0
2010-01-06,335.375,321.88800048828125,335.375,130.48504638671878,6817288.0
2010-01-07,323.32501220703125,314.7749938964844,323.32501220703125,127.55236053466795,10892600.0
2010-01-08,314.875,307.25,315.4129943847656,124.47860717773438,12649312.0
2010-01-09,314.875,307.25,315.4129943847656,124.47860717773438,12649312.0
2010-01-10,314.875,307.25,315.4129943847656,124.47860717773438,12649312.0
2010-01-11,309.38800048828125,309.25,313.0870056152344,125.7641143798828,7849656.0
2010-01-12,312.5,312.5,324.25,130.67941284179688,24859680.0
2010-01-13,309.6059875488281,309.6059875488281,336.875,135.55674743652344,19704040.0
2010-01-14,334.875,331.2749938964844,337.86199951171875,135.872314453125,8413904.0
2010-01-15,336.218994140625,331.7690124511719,336.56201171875,135.16752624511722,5049504.0
2010-01-16,336.218994140625,331.7690124511719,336.56201171875,135.16752624511722,5049504.0
2010-01-17,336.218994140625,331.7690124511719,336.56201171875,135.16752624511722,5049504.0
2010-01-18,332.875,332.0,336.25,135.71551513671878,6140088.0
2010-01-19,335.0,328.51300048828125,336.0,133.15180969238278,5837512.0
2010-01-20,331.08099365234375,329.75,334.1499938964844,134.2530517578125,6091992.0
2010-01-21,330.375,325.0,333.0870056152344,132.61151123046878,6682792.0
2010-01-22,325.0,319.0,326.25,130.10595703125,13486496.0
2010-01-23,325.0,319.0,326.25,130.10595703125,13486496.0
2010-01-24,325.0,319.0,326.25,130.10595703125,13486496.0
2010-01-25,318.75,314.75,321.2439880371094,128.42399597167972,6498712.0
2010-01-26,318.75,314.75,321.2439880371094,128.42399597167972,6498712.0
2010-01-27,316.5,310.6440124511719,316.7309875488281,126.40062713623048,9840856.0
2010-01-28,314.125,309.93798828125,319.36199951171875,125.87039947509766,12732872.0
2010-01-29,306.54998779296875,300.6000061035156,312.5,125.04965209960938,15012280.0
2010-01-30,306.54998779296875,300.6000061035156,312.5,125.04965209960938,15012280.0
2010-01-31,306.54998779296875,300.6000061035156,312.5,125.04965209960938,15012280.0
2010-02-01,305.875,298.76300048828125,316.25,123.82437133789062,12308784.0
2010-02-02,312.625,302.70599365234375,312.625,123.25373077392578,9889384.0
2010-02-03,306.25,306.25,312.5,124.93323516845705,6405608.0
2010-02-04,308.125,301.56201171875,308.75,122.70291900634766,6176408.0
2010-02-05,298.79998779296875,291.125,299.8059997558594,118.84601593017578,13544872.0
2010-02-06,298.79998779296875,291.125,299.8059997558594,118.84601593017578,13544872.0
2010-02-07,298.79998779296875,291.125,299.8059997558594,118.84601593017578,13544872.0
2010-02-08,296.86199951171875,293.06201171875,305.25,121.41742706298828,9252480.0
2010-02-09,300.5,299.281005859375,310.25,124.96355438232422,10387392.0
2010-02-10,311.375,306.0,312.0249938964844,124.61763763427734,7187984.0
2010-02-11,309.125,308.75,314.7690124511719,126.20867919921876,6453888.0
2010-02-12,309.125,308.75,314.7690124511719,126.20867919921876,6453888.0
2010-02-13,309.125,308.75,314.7690124511719,126.20867919921876,6453888.0
2010-02-14,309.125,308.75,314.7690124511719,126.20867919921876,6453888.0
2010-02-15,313.375,309.3559875488281,317.79998779296875,126.21874237060548,8950128.0
2010-02-16,312.5,311.031005859375,318.875,128.38076782226562,4418096.0
2010-02-17,318.7749938964844,314.20001220703125,320.79998779296875,127.2290496826172,7991184.0
2010-02-18,315.375,314.0,318.375,127.98677825927734,3721696.0
2010-02-19,315.61199951171875,313.1440124511719,318.06201171875,127.9237060546875,5998992.0
2010-02-20,315.61199951171875,313.1440124511719,318.06201171875,127.9237060546875,5998992.0
2010-02-21,315.61199951171875,313.1440124511719,318.06201171875,127.9237060546875,5998992.0
2010-02-22,319.38800048828125,319.38800048828125,323.9620056152344,129.73985290527344,5855400.0
2010-02-23,319.76300048828125,319.375,323.625,130.39410400390622,3786032.0
2010-02-24,321.0,318.875,324.7879943847656,130.14155578613278,5427016.0
2010-02-25,321.32501220703125,321.32501220703125,328.7120056152344,132.21507263183594,8729568.0
2010-02-26,327.375,322.76300048828125,328.75,131.4371337890625,10546368.0
2010-02-27,327.375,322.76300048828125,328.75,131.4371337890625,10546368.0
2010-02-28,327.375,322.76300048828125,328.75,131.4371337890625,10546368.0
2010-03-01,327.375,322.76300048828125,328.75,131.4371337890625,10546368.0
2010-03-02,328.9440002441406,327.83099365234375,331.343994140625,133.40963745117188,8534656.0
2010-03-03,331.38800048828125,329.08099365234375,334.56201171875,134.68504333496094,5904976.0
2010-03-04,332.75,325.5,333.0,132.54081726074222,6755240.0
2010-03-05,329.23699951171875,326.6310119628906,330.0,133.14170837402344,4984808.0
2010-03-06,329.23699951171875,326.6310119628906,330.0,133.14170837402344,4984808.0
2010-03-07,329.23699951171875,326.6310119628906,330.0,133.14170837402344,4984808.0
2010-03-08,331.625,329.76300048828125,334.91900634765625,134.34684753417972,8664992.0
2010-03-09,331.2560119628906,327.2309875488281,337.68798828125,135.579345703125,7958752.0
2010-03-10,334.36199951171875,331.25,336.4309997558594,134.33146667480472,7330952.0
2010-03-11,333.125,331.25,336.875,135.52883911132812,4298424.0
2010-03-12,337.48699951171875,332.0379943847656,338.0,135.03861999511722,3176920.0
2010-03-13,337.48699951171875,332.0379943847656,338.0,135.03861999511722,3176920.0
2010-03-14,337.48699951171875,332.0379943847656,338.0,135.03861999511722,3176920.0
2010-03-15,331.79998779296875,329.5,339.06201171875,136.45306396484378,10582856.0
2010-03-16,337.5,335.2879943847656,343.1189880371094,138.02426147460938,5881344.0
2010-03-17,341.875,339.125,344.2120056152344,138.32492065429688,6352000.0
2010-03-18,342.5,342.5,349.23699951171875,140.8151397705078,8923048.0
