date,open,high,low,close,volume,dividend,split
2006-04-03,23.9817,23.9817,23.9817,23.9817,0,0,0
2006-04-04,23.9908,23.9908,23.9908,23.9908,0,0,0
2006-04-05,23.9996,23.9996,23.9996,23.9996,0,0,0
2006-04-07,24.0069,24.0069,24.0069,24.0069,0,0,0
2006-04-10,24.0264,24.0264,24.0264,24.0264,0,0,0
2006-04-12,24.0509,24.0509,24.0509,24.0509,0,0,0
2006-04-13,24.054,24.054,24.054,24.054,0,0,0
2006-04-17,24.0626,24.0626,24.0626,24.0626,0,0,0
2006-04-18,24.0782,24.0782,24.0782,24.0782,0,0,0
2006-04-19,24.0865,24.0865,24.0865,24.0865,0,0,0
2006-04-20,24.1215,24.1215,24.1215,24.1215,0,0,0
2006-04-21,24.1245,24.1245,24.1245,24.1245,0,0,0
2006-04-24,24.1354,24.1354,24.1354,24.1354,0,0,0
2006-04-25,24.1484,24.1484,24.1484,24.1484,0,0,0
2006-04-26,24.1472,24.1472,24.1472,24.1472,0,0,0
2006-04-27,24.1485,24.1485,24.1485,24.1485,0,0,0
2006-04-28,24.1516,24.1516,24.1516,24.1516,0,0,0
2006-05-02,24.166,24.166,24.166,24.166,0,0,0
2006-05-03,24.1694,24.1694,24.1694,24.1694,0,0,0
2006-05-04,24.1675,24.1675,24.1675,24.1675,0,0,0
2006-05-05,24.1714,24.1714,24.1714,24.1714,0,0,0
2006-05-08,24.1831,24.1831,24.1831,24.1831,0,0,0
2006-05-09,24.187,24.187,24.187,24.187,0,0,0
2006-05-10,24.1908,24.1908,24.1908,24.1908,0,0,0
2006-05-11,24.1947,24.1947,24.1947,24.1947,0,0,0
2006-05-12,24.1986,24.1986,24.1986,24.1986,0,0,0
2006-05-15,24.2102,24.2102,24.2102,24.2102,0,0,0
2006-05-16,24.2142,24.2142,24.2142,24.2142,0,0,0
2006-05-17,24.219,24.219,24.219,24.219,0,0,0
2006-05-18,24.2181,24.2181,24.2181,24.2181,0,0,0
2006-05-19,24.2223,24.2223,24.2223,24.2223,0,0,0
2006-05-22,24.2352,24.2352,24.2352,24.2352,0,0,0
2006-05-23,24.2394,24.2394,24.2394,24.2394,0,0,0
2006-05-24,24.2437,24.2437,24.2437,24.2437,0,0,0
2006-05-25,24.248,24.248,24.248,24.248,0,0,0
2006-05-26,24.2522,24.2522,24.2522,24.2522,0,0,0
2006-05-29,24.2651,24.2651,24.2651,24.2651,0,0,0
2006-05-30,24.2693,24.2693,24.2693,24.2693,0,0,0
2006-05-31,24.2736,24.2736,24.2736,24.2736,0,0,0
2006-06-01,24.278,24.278,24.278,24.278,0,0,0
2006-06-02,24.2823,24.2823,24.2823,24.2823,0,0,0
2006-06-05,24.2938,24.2938,24.2938,24.2938,0,0,0
2006-06-06,24.2914,24.2914,24.2914,24.2914,0,0,0
2006-06-07,24.2957,24.2957,24.2957,24.2957,0,0,0
2006-06-08,24.3001,24.3001,24.3001,24.3001,0,0,0
2006-06-09,24.2999,24.2999,24.2999,24.2999,0,0,0
2006-06-12,24.3128,24.3128,24.3128,24.3128,0,0,0
2006-06-13,24.3171,24.3171,24.3171,24.3171,0,0,0
2006-06-14,24.3248,24.3248,24.3248,24.3248,0,0,0
2006-06-15,24.3306,24.3306,24.3306,24.3306,0,0,0
2006-06-16,24.3349,24.3349,24.3349,24.3349,0,0,0
2006-06-19,24.3426,24.3426,24.3426,24.3426,0,0,0
2006-06-20,24.3467,24.3467,24.3467,24.3467,0,0,0
2006-06-21,24.3509,24.3509,24.3509,24.3509,0,0,0
2006-06-22,24.3551,24.3551,24.3551,24.3551,0,0,0
2006-06-23,24.3446,24.3446,24.3446,24.3446,0,0,0
2006-06-26,24.3572,24.3572,24.3572,24.3572,0,0,0
2006-06-27,24.3614,24.3614,24.3614,24.3614,0,0,0
2006-06-28,24.3656,24.3656,24.3656,24.3656,0,0,0
2006-06-29,24.3696,24.3696,24.3696,24.3696,0,0,0
2006-06-30,24.3735,24.3735,24.3735,24.3735,0,0,0
2006-07-03,24.3842,24.3842,24.3842,24.3842,0,0,0
2006-07-04,24.3881,24.3881,24.3881,24.3881,0,0,0
2006-07-05,24.3924,24.3924,24.3924,24.3924,0,0,0
2006-07-06,24.3967,24.3967,24.3967,24.3967,0,0,0
2006-07-07,24.4009,24.4009,24.4009,24.4009,0,0,0
2006-07-10,24.4139,24.4139,24.4139,24.4139,0,0,0
2006-07-11,24.4182,24.4182,24.4182,24.4182,0,0,0
2006-07-12,24.4225,24.4225,24.4225,24.4225,0,0,0
2006-07-13,24.4268,24.4268,24.4268,24.4268,0,0,0
2006-07-14,24.4312,24.4312,24.4312,24.4312,0,0,0
2006-07-17,24.4397,24.4397,24.4397,24.4397,0,0,0
2006-07-18,24.4453,24.4453,24.4453,24.4453,0,0,0
2006-07-19,24.4532,24.4532,24.4532,24.4532,0,0,0
2006-07-20,24.4674,24.4674,24.4674,24.4674,0,0,0
2006-07-21,24.4825,24.4825,24.4825,24.4825,0,0,0
2006-07-24,24.4952,24.4952,24.4952,24.4952,0,0,0
2006-07-25,24.4995,24.4995,24.4995,24.4995,0,0,0
2006-07-26,24.4995,24.4995,24.4995,24.4995,0,0,0
2006-07-27,24.4995,24.4995,24.4995,24.4995,0,0,0
2006-07-28,24.5037,24.5037,24.5037,24.5037,0,0,0
2006-07-31,24.5164,24.5164,24.5164,24.5164,0,0,0
2006-08-01,24.5205,24.5205,24.5205,24.5205,0,0,0
2006-08-02,24.53,24.53,24.53,24.53,0,0,0
2006-08-03,24.5344,24.5344,24.5344,24.5344,0,0,0
2006-08-04,24.5387,24.5387,24.5387,24.5387,0,0,0
2006-08-07,24.5523,24.5523,24.5523,24.5523,0,0,0
2006-08-08,24.5566,24.5566,24.5566,24.5566,0,0,0
2006-08-09,24.5662,24.5662,24.5662,24.5662,0,0,0
2006-08-10,24.5705,24.5705,24.5705,24.5705,0,0,0
2006-08-11,24.5748,24.5748,24.5748,24.5748,0,0,0
2006-08-14,24.5879,24.5879,24.5879,24.5879,0,0,0
2006-08-16,24.5968,24.5968,24.5968,24.5968,0,0,0
2006-08-17,24.6013,24.6013,24.6013,24.6013,0,0,0
2006-08-18,24.631,24.631,24.631,24.631,0,0,0
2006-08-21,24.643,24.643,24.643,24.643,0,0,0
2006-08-22,24.646,24.646,24.646,24.646,0,0,0
2006-08-23,24.65,24.65,24.65,24.65,0,0,0
2006-08-24,24.6689,24.6689,24.6689,24.6689,0,0,0
2006-08-25,24.6729,24.6729,24.6729,24.6729,0,0,0
2006-08-28,24.685,24.685,24.685,24.685,0,0,0
2006-08-29,24.689,24.689,24.689,24.689,0,0,0
2006-08-30,24.693,24.693,24.693,24.693,0,0,0
2006-08-31,24.7122,24.7122,24.7122,24.7122,0,0,0
2006-09-01,24.7221,24.7221,24.7221,24.7221,0,0,0
2006-09-04,24.781,24.781,24.781,24.781,0,0,0
2006-09-05,24.7781,24.7781,24.7781,24.7781,0,0,0
2006-09-06,24.7765,24.7765,24.7765,24.7765,0,0,0
2006-09-07,24.7805,24.7805,24.7805,24.7805,0,0,0
2006-09-08,24.7845,24.7845,24.7845,24.7845,0,0,0
2006-09-11,24.7885,24.7885,24.7885,24.7885,0,0,0
2006-09-12,24.8,24.8,24.8,24.8,0,0,0
2006-09-13,24.808,24.808,24.808,24.808,0,0,0
2006-09-14,24.811,24.811,24.811,24.811,0,0,0
2006-09-15,24.8211,24.8211,24.8211,24.8211,0,0,0
2006-09-18,24.826,24.826,24.826,24.826,0,0,0
